"","state","year","district","RepVotes","RepStatus","DemVotes","DemStatus","rep_votes_major_percent","dem_votes_major_percent","district_id","WinnerParty","TotalVotesMajor","vote_margin","winner_party","RepVotesMajorPercent","DemVotesMajorPercent"
"12863","New York",1962,"22",14901,"Challenger",51241,"Incumbent",22.53,77.47,"NY22","D",66142,0.549423967,"D",22.53,77.47
"12864","New York",1962,"23",39692,"Challenger",69836,"Incumbent",36.24,63.76,"NY23","D",109528,0.275217296,"D",36.24,63.76
"12865","New York",1962,"24",77785,"Incumbent",46455,"Challenger",62.61,37.39,"NY24","R",124240,0.252173213,"R",62.61,37.39
"12866","New York",1962,"25",109989,"Incumbent",68859,"Challenger",61.5,38.5,"NY25","R",178848,0.22997182,"R",61.5,38.5
"12867","New York",1962,"26",93064,"Challenger",59725,"Challenger",60.91,39.09,"NY26","R",152789,0.218202881,"R",60.91,39.09
"12868","New York",1962,"27",86958,"Incumbent",63306,"Challenger",57.87,42.13,"NY27","R",150264,0.157402971,"R",57.87,42.13
"12869","New York",1962,"28",94531,"Incumbent",52994,"Challenger",64.08,35.92,"NY28","R",147525,0.281559058,"R",64.08,35.92
"12870","New York",1962,"29",83719,"Challenger",126313,"Incumbent",39.86,60.14,"NY29","D",210032,0.202797669,"D",39.86,60.14
"12871","New York",1962,"30",108860,"Incumbent",57822,"Challenger",65.31,34.69,"NY30","R",166682,0.30619983,"R",65.31,34.69
"12872","New York",1962,"31",66283,"Incumbent",44171,"Challenger",60.01,39.99,"NY31","R",110454,0.200191935,"R",60.01,39.99
"12873","New York",1962,"32",77875,"Incumbent",57414,"Challenger",57.56,42.44,"NY32","R",135289,0.151239199,"R",57.56,42.44
"12874","New York",1962,"33",92460,"Incumbent",41412,"Challenger",69.07,30.93,"NY33","R",133872,0.381319469,"R",69.07,30.93
"12875","New York",1962,"34",84780,"Incumbent",67149,"Challenger",55.8,44.2,"NY34","R",151929,0.116047628,"R",55.8,44.2
"12876","New York",1962,"35",65697,"Challenger",78560,"Incumbent",45.54,54.46,"NY35","D",144257,0.08916725,"D",45.54,54.46
"12877","New York",1962,"36",96581,"Challenger",66371,"Challenger",59.27,40.73,"NY36","R",162952,0.185392017,"R",59.27,40.73
"12878","New York",1962,"37",101821,"Incumbent",56428,"Challenger",64.34,35.66,"NY37","R",158249,0.286845415,"R",64.34,35.66
"12879","New York",1962,"38",83361,"Incumbent",36992,"Challenger",69.26,30.74,"NY38","R",120353,0.385274983,"R",69.26,30.74
"12880","New York",1962,"39",99527,"Incumbent",55774,"Challenger",64.09,35.91,"NY39","R",155301,0.281730317,"R",64.09,35.91
"12881","New York",1962,"40",72706,"Incumbent",67004,"Challenger",52.04,47.96,"NY40","R",139710,0.040813113,"R",52.04,47.96
"12882","New York",1962,"41",37544,"Challenger",93982,"Incumbent",28.54,71.46,"NY41","D",131526,0.42910147,"D",28.54,71.46
"12883","North Carolina",1962,"1",0,NA,17898,"Incumbent",0,100,"NC01","D",17898,1,NA,NA,NA
"12884","North Carolina",1962,"2",0,NA,21050,"Incumbent",0,100,"NC02","D",21050,1,NA,NA,NA
"12885","North Carolina",1962,"3",0,NA,34056,"Incumbent",0,100,"NC03","D",34056,1,NA,NA,NA
"12886","North Carolina",1962,"4",32593,"Challenger",45249,"Incumbent",41.87,58.13,"NC04","D",77842,0.162585751,NA,NA,NA
"12887","North Carolina",1962,"5",32427,"Challenger",47009,"Incumbent",40.82,59.18,"NC05","D",79436,0.183569163,NA,NA,NA
"12888","North Carolina",1962,"6",28827,"Challenger",43021,"Incumbent",40.12,59.88,"NC06","D",71848,0.197555951,NA,NA,NA
"12889","North Carolina",1962,"7",9895,"Challenger",33173,"Incumbent",22.98,77.02,"NC07","D",43068,0.540494102,NA,NA,NA
"12890","North Carolina",1962,"8",64703,"Challenger",50926,"Challenger",55.96,44.04,"NC08","R",115629,0.119148311,NA,NA,NA
"12891","North Carolina",1962,"9",67608,"Challenger",66332,"Incumbent",50.48,49.52,"NC09","R",133940,0.009526654,NA,NA,NA
"12892","North Carolina",1962,"10",42908,"Challenger",52641,"Incumbent",44.91,55.09,"NC10","D",95549,0.101863965,"D",44.91,55.09
"12893","North Carolina",1962,"11",57422,"Challenger",70791,"Incumbent",44.79,55.21,"NC11","D",128213,0.104271798,"D",44.79,55.21
"12894","North Dakota",1962,"1",61330,"Challenger",50924,"Challenger",54.64,45.36,"ND01","R",112254,0.092700483,NA,NA,NA
"12895","North Dakota",1962,"2",56203,"Incumbent",47825,"Challenger",54.03,45.97,"ND02","R",104028,0.08053601,NA,NA,NA
"12896","Ohio",1962,"1",74320,"Challenger",44264,"Challenger",62.67,37.33,"OH01","R",118584,0.253457465,NA,NA,NA
"12897","Ohio",1962,"AL",1786018,"Challenger",1164776,"Challenger",60.53,39.47,"OH00","R",2950794,0.210533843,NA,NA,NA
"12898","Ohio",1962,"2",105750,"Incumbent",62733,"Challenger",62.77,37.23,"OH02","R",168483,0.255319528,NA,NA,NA
"12899","Ohio",1962,"3",113584,"Incumbent",85573,"Challenger",57.03,42.97,"OH03","R",199157,0.140647831,NA,NA,NA
"12900","Ohio",1962,"4",77790,"Incumbent",32866,"Challenger",70.3,29.7,"OH04","R",110656,0.40597889,NA,NA,NA
"12901","Ohio",1962,"5",69272,"Incumbent",29114,"Challenger",70.41,29.59,"OH05","R",98386,0.408167829,NA,NA,NA
"12902","Ohio",1962,"6",72743,"Incumbent",47737,"Challenger",60.38,39.62,"OH06","R",120480,0.207553121,NA,NA,NA
"12903","Ohio",1962,"7",83680,"Incumbent",39908,"Challenger",67.71,32.29,"OH07","R",123588,0.354176781,NA,NA,NA
"12904","Ohio",1962,"8",66458,"Incumbent",28400,"Challenger",70.06,29.94,"OH08","R",94858,0.40121023,NA,NA,NA
"12905","Ohio",1962,"9",64279,"Challenger",86443,"Incumbent",42.65,57.35,"OH09","D",150722,0.147052189,NA,NA,NA
"12906","Ohio",1962,"10",46158,"Challenger",42131,"Challenger",52.28,47.72,"OH10","R",88289,0.045611571,"R",52.28,47.72
"12907","Ohio",1962,"11",74573,"Challenger",72936,"Challenger",50.55,49.45,"OH11","R",147509,0.011097628,"R",50.55,49.45
"12908","Ohio",1962,"12",130316,"Incumbent",60563,"Challenger",68.27,31.73,"OH12","R",190879,0.365430456,"R",68.27,31.73
"12909","Ohio",1962,"13",63858,"Incumbent",52030,"Challenger",55.1,44.9,"OH13","R",115888,0.102064062,"R",55.1,44.9
"12910","Ohio",1962,"14",100909,"Incumbent",86947,"Challenger",53.72,46.28,"OH14","R",187856,0.074322886,"R",53.72,46.28
"12911","Ohio",1962,"15",38095,"Challenger",41856,"Challenger",47.65,52.35,"OH15","D",79951,0.047041313,"D",47.65,52.35
"12912","Ohio",1962,"16",96512,"Incumbent",64213,"Challenger",60.05,39.95,"OH16","R",160725,0.200958158,"R",60.05,39.95
"12913","Ohio",1962,"17",69976,"Incumbent",49415,"Challenger",58.61,41.39,"OH17","R",119391,0.172215661,"R",58.61,41.39
"12914","Ohio",1962,"18",42336,"Challenger",66327,"Incumbent",38.96,61.04,"OH18","D",108663,0.220783523,"D",38.96,61.04
"12915","Ohio",1962,"19",46200,"Challenger",75967,"Incumbent",37.82,62.18,"OH19","D",122167,0.243658271,"D",37.82,62.18
"12916","Ohio",1962,"20",37325,"Challenger",91544,"Incumbent",28.96,71.04,"OH20","D",128869,0.420729578,"D",28.96,71.04
"12917","Ohio",1962,"21",20027,"Challenger",79514,"Incumbent",20.12,79.88,"OH21","D",99541,0.597613044,"D",20.12,79.88
"12918","Ohio",1962,"22",74603,"Incumbent",35353,"Challenger",67.85,32.15,"OH22","R",109956,0.356960966,"R",67.85,32.15
"12919","Ohio",1962,"23",107510,"Incumbent",42907,"Challenger",71.47,28.53,"OH23","R",150417,0.429492677,"R",71.47,28.53
"12920","Oklahoma",1962,"1",102585,"Incumbent",46949,"Challenger",68.6,31.4,"OK01","R",149534,0.372062541,NA,NA,NA
"12921","Oklahoma",1962,"2",50481,"Challenger",65968,"Incumbent",43.35,56.65,"OK02","D",116449,0.132993843,NA,NA,NA
"12922","Oklahoma",1962,"3",0,NA,56010,"Incumbent",0,100,"OK03","D",56010,1,NA,NA,NA
"12923","Oklahoma",1962,"4",0,NA,66000,"Incumbent",0,100,"OK04","D",66000,1,NA,NA,NA
"12924","Oklahoma",1962,"5",40825,"Challenger",90392,"Incumbent",31.11,68.89,"OK05","D",131217,0.37774831,NA,NA,NA
"12925","Oklahoma",1962,"6",48985,"Challenger",56508,"Incumbent",46.43,53.57,"OK06","D",105493,0.071312789,NA,NA,NA
"12926","Oregon",1962,"1",119263,"Incumbent",73641,"Challenger",61.83,38.17,"OR01","R",192904,0.236501058,NA,NA,NA
"12927","Oregon",1962,"2",29995,"Challenger",53335,"Incumbent",36,64,"OR02","D",83330,0.280091204,NA,NA,NA
"12928","Oregon",1962,"3",67830,"Challenger",131573,"Incumbent",34.02,65.98,"OR03","D",199403,0.319669213,NA,NA,NA
"12929","Oregon",1962,"4",71483,"Challenger",83660,"Challenger",46.08,53.92,"OR04","D",155143,0.078488878,NA,NA,NA
"12930","Pennsylvania",1962,"1",58953,"Challenger",102722,"Incumbent",36.46,63.54,"PA01","D",161675,0.270722128,NA,NA,NA
"12931","Pennsylvania",1962,"2",42607,"Challenger",86812,"Incumbent",32.92,67.08,"PA02","D",129419,0.341564994,NA,NA,NA
"12932","Pennsylvania",1962,"3",55827,"Challenger",81405,"Incumbent",40.68,59.32,"PA03","D",137232,0.1863851,NA,NA,NA
"12933","Pennsylvania",1962,"4",82014,"Challenger",104300,"Incumbent",44.02,55.98,"PA04","D",186314,0.119615273,NA,NA,NA
"12934","Pennsylvania",1962,"5",74557,"Challenger",94501,"Incumbent",44.1,55.9,"PA05","D",169058,0.117971347,NA,NA,NA
"12935","Pennsylvania",1962,"6",107724,"Challenger",112959,"Incumbent",48.81,51.19,"PA06","D",220683,0.023721809,NA,NA,NA
"12936","Pennsylvania",1962,"7",136955,"Challenger",88482,"Challenger",60.75,39.25,"PA07","R",225437,0.215017943,NA,NA,NA
"12937","Pennsylvania",1962,"8",101853,"Incumbent",84043,"Challenger",54.79,45.21,"PA08","R",185896,0.095806257,NA,NA,NA
"12938","Pennsylvania",1962,"9",113880,"Incumbent",55565,"Challenger",67.21,32.79,"PA09","R",169445,0.34415297,NA,NA,NA
"12939","Pennsylvania",1962,"10",95754,"Challenger",86680,"Challenger",52.49,47.51,"PA10","R",182434,0.049738536,"R",52.49,47.51
"12940","Pennsylvania",1962,"11",51263,"Challenger",101754,"Incumbent",33.5,66.5,"PA11","D",153017,0.329969873,"D",33.5,66.5
"12941","Pennsylvania",1962,"12",98190,"Incumbent",64227,"Challenger",60.46,39.54,"PA12","R",162417,0.209109884,"R",60.46,39.54
"12942","Pennsylvania",1962,"13",135847,"Incumbent",68234,"Challenger",66.57,33.43,"PA13","R",204081,0.331304727,"R",66.57,33.43
"12943","Pennsylvania",1962,"14",48726,"Challenger",93130,"Incumbent",34.35,65.65,"PA14","D",141856,0.313021656,"D",34.35,65.65
"12944","Pennsylvania",1962,"15",46928,"Challenger",63574,"Incumbent",42.47,57.53,"PA15","D",110502,0.150639807,"D",42.47,57.53
"12945","Pennsylvania",1962,"16",90113,"Challenger",44932,"Challenger",66.73,33.27,"PA16","R",135045,0.334562553,"R",66.73,33.27
"12946","Pennsylvania",1962,"17",96088,"Incumbent",56692,"Challenger",62.89,37.11,"PA17","R",152780,0.257860977,"R",62.89,37.11
"12947","Pennsylvania",1962,"18",108433,"Incumbent",60260,"Challenger",64.28,35.72,"PA18","R",168693,0.285566088,"R",64.28,35.72
"12948","Pennsylvania",1962,"19",82924,"Incumbent",62995,"Challenger",56.83,43.17,"PA19","R",145919,0.136575771,"R",56.83,43.17
"12949","Pennsylvania",1962,"20",51688,"Challenger",106971,"Incumbent",32.58,67.42,"PA20","D",158659,0.348439105,"D",32.58,67.42
"12950","Pennsylvania",1962,"21",54543,"Challenger",80410,"Incumbent",40.42,59.58,"PA21","D",134953,0.191674138,"D",40.42,59.58
"12951","Pennsylvania",1962,"22",82584,"Incumbent",61054,"Challenger",57.49,42.51,"PA22","R",143638,0.149890697,"R",57.49,42.51
"12952","Pennsylvania",1962,"23",79158,"Incumbent",54798,"Challenger",59.09,40.91,"PA23","R",133956,0.181850757,"R",59.09,40.91
"12953","Pennsylvania",1962,"24",82213,"Challenger",77749,"Challenger",51.4,48.6,"PA24","R",159962,0.027906628,"R",51.4,48.6
"12954","Pennsylvania",1962,"25",67630,"Challenger",87552,"Incumbent",43.58,56.42,"PA25","D",155182,0.128378291,"D",43.58,56.42
"12955","Pennsylvania",1962,"26",58945,"Challenger",94932,"Incumbent",38.31,61.69,"PA26","D",153877,0.233868609,"D",38.31,61.69
"12956","Pennsylvania",1962,"27",112034,"Incumbent",58984,"Challenger",65.51,34.49,"PA27","R",171018,0.310201265,"R",65.51,34.49
"12957","Rhode Island",1962,"1",61186,"Challenger",80333,"Incumbent",43.24,56.76,"RI01","D",141519,0.135296321,NA,NA,NA
"12958","Rhode Island",1962,"2",49955,"Challenger",127184,"Incumbent",28.2,71.8,"RI02","D",177139,0.435979654,NA,NA,NA
"12959","South Carolina",1962,"1",0,NA,39176,"Incumbent",0,100,"SC01","D",39176,1,NA,NA,NA
"12960","South Carolina",1962,"2",34947,"Challenger",39149,"Challenger",47.16,52.84,"SC02","D",74096,0.056710214,NA,NA,NA
"12961","South Carolina",1962,"3",0,NA,34545,"Incumbent",0,100,"SC03","D",34545,1,NA,NA,NA
"12962","South Carolina",1962,"4",0,NA,47044,"Incumbent",0,100,"SC04","D",47044,1,NA,NA,NA
"12963","South Carolina",1962,"5",1861,"Challenger",28989,"Incumbent",6.03,93.97,"SC05","D",30850,0.879351702,NA,NA,NA
"12964","South Carolina",1962,"6",0,NA,36811,"Challenger",0,100,"SC06","D",36811,1,NA,NA,NA
"12965","South Dakota",1962,"AL",113975,"Incumbent",78421,"Challenger",59.24,40.76,"SD00","R",192396,0.184795942,NA,NA,NA
"12966","South Dakota",1962,"2",37092,"Incumbent",23243,"Challenger",61.48,38.52,"SD02","R",60335,0.229535096,NA,NA,NA
"12967","Tennessee",1962,"1",49320,"Challenger",40113,"Challenger",55.15,44.85,"TN01","R",89433,0.102948576,NA,NA,NA
"12968","Tennessee",1962,"2",61306,"Incumbent",25579,"Challenger",70.56,29.44,"TN02","R",86885,0.411198711,NA,NA,NA
"12969","Tennessee",1962,"3",47604,"Challenger",45597,"Challenger",51.08,48.92,"TN03","R",93201,0.021534104,NA,NA,NA
"12970","Tennessee",1962,"4",0,NA,46005,"Incumbent",0,100,"TN04","D",46005,0.862840996,NA,NA,NA
"12971","Tennessee",1962,"5",0,NA,0,NA,0,0,"TN05","R",0,NA,NA,NA,NA
"12972","Tennessee",1962,"6",0,NA,36404,"Incumbent",0,100,"TN06","D",36404,0.776947588,NA,NA,NA
"12973","Tennessee",1962,"7",0,NA,24746,"Incumbent",0,100,"TN07","D",24746,1,NA,NA,NA
"12974","Tennessee",1962,"8",0,NA,23521,"Incumbent",0,100,"TN08","D",23521,1,NA,NA,NA
"12975","Tennessee",1962,"9",54132,"Challenger",55345,"Incumbent",49.45,50.55,"TN09","D",109477,0.011079953,NA,NA,NA
"12976","Texas",1962,"1",12938,"Challenger",26669,"Incumbent",32.67,67.33,"TX01","D",39607,0.346681142,NA,NA,NA
"12977","Texas",1962,"AL",680569,"Challenger",870860,"Challenger",43.87,56.13,"TX00","D",1551429,0.122655307,NA,NA,NA
"12978","Texas",1962,"2",21385,"Challenger",47137,"Incumbent",31.21,68.79,"TX02","D",68522,0.375820904,NA,NA,NA
"12979","Texas",1962,"3",24803,"Challenger",26915,"Incumbent",47.96,52.04,"TX03","D",51718,0.040836846,NA,NA,NA
"12980","Texas",1962,"4",9165,"Challenger",23573,"Challenger",27.99,72.01,"TX04","D",32738,0.440100189,NA,NA,NA
"12981","Texas",1962,"5",89938,"Incumbent",69813,"Challenger",56.3,43.7,"TX05","R",159751,0.125977302,NA,NA,NA
"12982","Texas",1962,"6",0,NA,33617,"Challenger",0,100,"TX06","D",33617,1,NA,NA,NA
"12983","Texas",1962,"7",5045,"Challenger",37756,"Incumbent",11.79,88.21,"TX07","D",42801,0.764257844,NA,NA,NA
"12984","Texas",1962,"8",20475,"Challenger",51285,"Incumbent",28.53,71.47,"TX08","D",71760,0.429347826,NA,NA,NA
"12985","Texas",1962,"9",28594,"Challenger",56179,"Challenger",33.73,66.27,"TX09","D",84773,0.325398417,NA,NA,NA
"12986","Texas",1962,"10",25165,"Challenger",43396,"Incumbent",36.7,63.3,"TX10","D",68561,0.26590919,"D",36.7,63.3
"12987","Texas",1962,"11",0,NA,41698,"Incumbent",0,100,"TX11","D",41698,1,"D",0,100
"12988","Texas",1962,"12",34879,"Challenger",53705,"Incumbent",39.37,60.63,"TX12","D",88584,0.212521449,"D",39.37,60.63
"12989","Texas",1962,"13",18578,"Challenger",37941,"Challenger",32.87,67.13,"TX13","D",56519,0.342592756,"D",32.87,67.13
"12990","Texas",1962,"14",25623,"Challenger",60803,"Incumbent",29.65,70.35,"TX14","D",86426,0.407053433,"D",29.65,70.35
"12991","Texas",1962,"15",0,NA,53552,"Incumbent",0,100,"TX15","D",53552,1,"D",0,100
"12992","Texas",1962,"16",44095,"Challenger",37821,"Challenger",53.83,46.17,"TX16","R",81916,0.076590654,"R",53.83,46.17
"12993","Texas",1962,"17",0,NA,46895,"Incumbent",0,100,"TX17","D",46895,1,"D",0,100
"12994","Texas",1962,"18",30393,"Challenger",43389,"Incumbent",41.19,58.81,"TX18","D",73782,0.176140522,"D",41.19,58.81
"12995","Texas",1962,"19",23022,"Challenger",46925,"Incumbent",32.91,67.09,"TX19","D",69947,0.341730167,"D",32.91,67.09
"12996","Texas",1962,"20",0,NA,62776,"Challenger",0,100,"TX20","D",62776,1,"D",0,100
"12997","Texas",1962,"21",12310,"Challenger",39261,"Incumbent",23.87,76.13,"TX21","D",51571,0.522599911,"D",23.87,76.13
"12998","Texas",1962,"22",63452,"Challenger",73141,"Incumbent",46.45,53.55,"TX22","D",136593,0.070933357,"D",46.45,53.55
"12999","Utah",1962,"1",59032,"Challenger",56989,"Incumbent",50.88,49.12,"UT01","R",116021,0.017608881,NA,NA,NA
"13000","Utah",1962,"2",108355,"Challenger",92631,"Challenger",53.91,46.09,"UT02","R",200986,0.078234305,NA,NA,NA
"13001","Vermont",1962,"AL",68822,"Incumbent",52535,"Challenger",56.71,43.29,"VT00","R",121357,0.134207339,NA,NA,NA
"13002","Virginia",1962,"1",0,NA,21664,"Incumbent",0,100,"VA01","D",21664,1,NA,NA,NA
"13003","Virginia",1962,"2",10121,"Challenger",30306,"Incumbent",25.04,74.96,"VA02","D",40427,0.499295026,NA,NA,NA
"13004","Virginia",1962,"3",28566,"Challenger",28914,"Incumbent",49.7,50.3,"VA03","D",57480,0.00605428,NA,NA,NA
"13005","Virginia",1962,"4",0,NA,30642,"Incumbent",0,100,"VA04","D",30642,1,NA,NA,NA
"13006","Virginia",1962,"5",0,NA,13827,"Incumbent",0,100,"VA05","D",13827,1,NA,NA,NA
"13007","Virginia",1962,"6",44060,"Incumbent",23280,"Challenger",65.43,34.57,"VA06","R",67340,0.308583309,NA,NA,NA
"13008","Virginia",1962,"7",25704,"Challenger",26302,"Challenger",49.43,50.57,"VA07","D",52006,0.011498673,NA,NA,NA
"13009","Virginia",1962,"8",0,NA,20931,"Incumbent",0,100,"VA08","D",20931,1,NA,NA,NA
"13010","Virginia",1962,"9",20851,"Challenger",32893,"Incumbent",38.8,61.2,"VA09","D",53744,0.224062221,NA,NA,NA
"13011","Virginia",1962,"10",49611,"Incumbent",39940,"Challenger",55.4,44.6,"VA10","R",89551,0.107994327,"R",55.4,44.6
"13012","Washington",1962,"1",108561,"Incumbent",38669,"Challenger",73.74,26.26,"WA01","R",147230,0.474713034,NA,NA,NA
"13013","Washington",1962,"2",70498,"Incumbent",47333,"Challenger",59.83,40.17,"WA02","R",117831,0.196595124,NA,NA,NA
"13014","Washington",1962,"3",36629,"Challenger",69045,"Incumbent",34.66,65.34,"WA03","D",105674,0.306754736,NA,NA,NA
"13015","Washington",1962,"4",83182,"Incumbent",40887,"Challenger",67.04,32.96,"WA04","R",124069,0.340899016,NA,NA,NA
"13016","Washington",1962,"5",78504,"Incumbent",43333,"Challenger",64.43,35.57,"WA05","R",121837,0.288672571,NA,NA,NA
"13017","Washington",1962,"6",79838,"Incumbent",32513,"Challenger",71.06,28.94,"WA06","R",112351,0.421224555,NA,NA,NA
"13018","Washington",1962,"7",86106,"Challenger",66052,"Challenger",56.59,43.41,"WA07","R",152158,0.131797211,NA,NA,NA
"13019","West Virginia",1962,"1",97556,"Incumbent",65328,"Challenger",59.89,40.11,"WV01","R",162884,0.197858599,NA,NA,NA
"13020","West Virginia",1962,"2",43769,"Challenger",62291,"Incumbent",41.27,58.73,"WV02","D",106060,0.174636998,NA,NA,NA
"13021","West Virginia",1962,"3",46344,"Challenger",74743,"Incumbent",38.27,61.73,"WV03","D",121087,0.234533848,NA,NA,NA
"13022","West Virginia",1962,"4",60931,"Challenger",83507,"Incumbent",42.18,57.82,"WV04","D",144438,0.156302358,NA,NA,NA
"13023","West Virginia",1962,"5",21144,"Challenger",57405,"Incumbent",26.92,73.08,"WV05","D",78549,0.461635412,NA,NA,NA
"13024","Wisconsin",1962,"1",71657,"Incumbent",62800,"Challenger",53.29,46.71,"WI01","R",134457,0.065872361,NA,NA,NA
"13025","Wisconsin",1962,"2",81274,"Challenger",89740,"Incumbent",47.52,52.48,"WI02","D",171014,0.049504719,NA,NA,NA
"13026","Wisconsin",1962,"3",54237,"Incumbent",34240,"Challenger",61.3,38.7,"WI03","R",88477,0.22601354,NA,NA,NA
"13027","Wisconsin",1962,"4",44368,"Challenger",117029,"Incumbent",27.49,72.51,"WI04","D",161397,0.450200437,NA,NA,NA
"13028","Wisconsin",1962,"5",59441,"Challenger",103705,"Incumbent",36.43,63.57,"WI05","D",163146,0.271315264,NA,NA,NA
"13029","Wisconsin",1962,"6",71298,"Incumbent",49238,"Challenger",59.15,40.85,"WI06","R",120536,0.183015862,NA,NA,NA
"13030","Wisconsin",1962,"7",68418,"Incumbent",35151,"Challenger",66.06,33.94,"WI07","R",103569,0.321206152,NA,NA,NA
"13031","Wisconsin",1962,"8",80808,"Incumbent",47833,"Challenger",62.82,37.18,"WI08","R",128641,0.256333517,NA,NA,NA
"13032","Wisconsin",1962,"9",39955,"Challenger",50025,"Incumbent",44.4,55.6,"WI09","D",89980,0.111913759,NA,NA,NA
"13033","Wisconsin",1962,"10",52451,"Incumbent",30556,"Challenger",63.19,36.81,"WI10","R",83007,0.263772935,"R",63.19,36.81
"13034","Wyoming",1962,"AL",71489,"Incumbent",44985,"Challenger",61.38,38.62,"WY00","R",116474,0.22755293,NA,NA,NA
"13035","Alabama",1960,"1",0,NA,45225,"Incumbent",0,100,"AL01","D",45225,1,NA,NA,NA
"13036","Alabama",1960,"2",0,NA,44487,"Incumbent",0,100,"AL02","D",44487,1,NA,NA,NA
"13037","Alabama",1960,"3",0,NA,33881,"Incumbent",0,100,"AL03","D",33881,1,NA,NA,NA
"13038","Alabama",1960,"4",0,NA,34855,"Incumbent",0,100,"AL04","D",34855,1,NA,NA,NA
"13039","Alabama",1960,"5",0,NA,48772,"Incumbent",0,100,"AL05","D",48772,1,NA,NA,NA
"13040","Alabama",1960,"6",0,NA,23245,"Incumbent",0,100,"AL06","D",23245,1,NA,NA,NA
"13041","Alabama",1960,"7",0,NA,36124,"Incumbent",0,100,"AL07","D",36124,1,NA,NA,NA
"13042","Alabama",1960,"8",13800,"Challenger",52411,"Incumbent",20.84,79.16,"AL08","D",66211,0.583150836,NA,NA,NA
"13043","Alabama",1960,"9",34317,"Challenger",70567,"Incumbent",32.72,67.28,"AL09","D",104884,0.345619923,NA,NA,NA
"13044","Alaska",1960,"AL",25517,"Challenger",33546,"Incumbent",43.2,56.8,"AK00","D",59063,0.13593959,NA,NA,NA
"13045","Arizona",1960,"1",121563,"Incumbent",83676,"Challenger",59.23,40.77,"AZ01","R",205239,0.184599418,NA,NA,NA
"13046","Arizona",1960,"2",75811,"Challenger",95512,"Incumbent",44.25,55.75,"AZ02","D",171323,0.114993317,NA,NA,NA
"13047","Arkansas",1960,"1",0,NA,0,"Challenger",0,100,"AR01","D",0,NA,NA,NA,NA
"13048","Arkansas",1960,"2",0,NA,0,"Challenger",0,100,"AR02","D",0,NA,NA,NA,NA
"13049","Arkansas",1960,"3",0,NA,0,"Challenger",0,100,"AR03","D",0,NA,NA,NA,NA
"13050","Arkansas",1960,"4",0,NA,0,"Incumbent",0,100,"AR04","D",0,NA,NA,NA,NA
"13051","Arkansas",1960,"5",12054,"Challenger",57617,"Incumbent",17.3,82.7,"AR05","D",69671,0.653973676,NA,NA,NA
"13052","Arkansas",1960,"6",0,NA,0,"Challenger",0,100,"AR06","D",0,NA,NA,NA,NA
"13053","California",1960,"1",108505,"Challenger",115829,"Challenger",48.37,51.63,"CA01","D",224334,0.032647748,NA,NA,NA
"13054","California",1960,"2",65198,"Challenger",109565,"Incumbent",37.31,62.69,"CA02","D",174763,0.253869526,NA,NA,NA
"13055","California",1960,"3",0,NA,200439,"Incumbent",0,100,"CA03","D",200439,1,NA,NA,NA
"13056","California",1960,"4",118249,"Incumbent",62814,"Challenger",65.31,34.69,"CA04","R",181063,0.306164153,NA,NA,NA
"13057","California",1960,"5",20305,"Challenger",104507,"Incumbent",16.27,83.73,"CA05","D",124812,0.674630644,NA,NA,NA
"13058","California",1960,"6",128418,"Challenger",90260,"Challenger",58.72,41.28,"CA06","R",218678,0.174494005,NA,NA,NA
"13059","California",1960,"7",60065,"Challenger",79776,"Incumbent",42.95,57.05,"CA07","D",139841,0.140952939,NA,NA,NA
"13060","California",1960,"8",93403,"Challenger",152476,"Incumbent",37.99,62.01,"CA08","D",245879,0.37987384,NA,NA,NA
"13061","California",1960,"9",116589,"Incumbent",80227,"Challenger",59.24,40.76,"CA09","R",196816,0.18475124,NA,NA,NA
"13062","California",1960,"10",170063,"Incumbent",118520,"Challenger",58.93,41.07,"CA10","R",288583,0.178607194,"R",58.93,41.07
"13063","California",1960,"11",51473,"Challenger",97368,"Incumbent",34.58,65.42,"CA11","D",148841,0.308349178,"D",34.58,65.42
"13064","California",1960,"12",0,NA,0,NA,0,0,"CA12","R",0,Inf,"R",0,0
"13065","California",1960,"13",146072,"Incumbent",78597,"Challenger",65.02,34.98,"CA13","R",224669,0.300330709,"R",65.02,34.98
"13066","California",1960,"14",74800,"Challenger",97026,"Challenger",43.53,56.47,"CA14","D",171826,0.129351786,"D",43.53,56.47
"13067","California",1960,"15",89234,"Incumbent",84650,"Challenger",51.32,48.68,"CA15","R",173884,0.026362403,"R",51.32,48.68
"13068","California",1960,"16",83601,"Challenger",67318,"Challenger",55.39,44.61,"CA16","R",150919,0.107892313,"R",55.39,44.61
"13069","California",1960,"17",98510,"Challenger",206620,"Incumbent",32.28,67.72,"CA17","D",305130,0.354308,"D",32.28,67.72
"13070","California",1960,"18",129851,"Incumbent",55735,"Challenger",69.97,30.03,"CA18","R",185586,0.399362021,"R",69.97,30.03
"13071","California",1960,"19",40491,"Challenger",145479,"Incumbent",21.77,78.23,"CA19","D",185970,0.564542668,"D",21.77,78.23
"13072","California",1960,"20",90214,"Incumbent",38497,"Challenger",70.09,29.91,"CA20","R",128711,0.401807149,"R",70.09,29.91
"13073","California",1960,"21",179376,"Incumbent",127591,"Challenger",58.43,41.57,"CA21","R",306967,0.168698916,"R",58.43,41.57
"13074","California",1960,"22",100321,"Challenger",104919,"Challenger",48.88,51.12,"CA22","D",205240,0.02240304,"D",48.88,51.12
