"","state","year","district","RepVotes","RepStatus","DemVotes","DemStatus","rep_votes_major_percent","dem_votes_major_percent","district_id","WinnerParty","TotalVotesMajor","vote_margin","winner_party","RepVotesMajorPercent","DemVotesMajorPercent"
"2175","Wisconsin",2012,"3",121713,"Challenger",217712,"Incumbent",35.86,64.14,"WI03","D",339425,0.282828313,NA,NA,NA
"2176","Wisconsin",2012,"4",80787,"Challenger",235257,"Incumbent",25.56,74.44,"WI04","D",316044,0.488761059,NA,NA,NA
"2177","Wisconsin",2012,"5",250335,"Incumbent",118478,"Challenger",67.88,32.12,"WI05","R",368813,0.357517224,NA,NA,NA
"2178","Wisconsin",2012,"6",223460,"Incumbent",135921,"Challenger",62.18,37.82,"WI06","R",359381,0.243582716,NA,NA,NA
"2179","Wisconsin",2012,"7",201720,"Incumbent",157524,"Challenger",56.15,43.85,"WI07","R",359244,0.123025019,NA,NA,NA
"2180","Wisconsin",2012,"8",198874,"Incumbent",156287,"Challenger",56,44,"WI08","R",355161,0.119908999,NA,NA,NA
"2181","Wyoming",2012,"AL",166452,"Incumbent",57573,"Challenger",74.3,25.7,"WY00","R",224025,0.486012722,NA,NA,NA
"2182","Alabama",2010,"1",129063,"Incumbent",0,NA,100,0,"AL01","R",129063,1,NA,NA,NA
"2183","Alabama",2010,"2",111645,"Challenger",106865,"Incumbent",51.09,48.91,"AL02","R",218510,0.021875429,NA,NA,NA
"2184","Alabama",2010,"3",117736,"Incumbent",80204,"Challenger",59.48,40.52,"AL03","R",197940,0.189613014,NA,NA,NA
"2185","Alabama",2010,"4",167714,"Incumbent",0,NA,100,0,"AL04","R",167714,1,NA,NA,NA
"2186","Alabama",2010,"5",131109,"Challenger",95192,"Challenger",57.94,42.06,"AL05","R",226301,0.158713395,NA,NA,NA
"2187","Alabama",2010,"6",205288,"Incumbent",0,NA,100,0,"AL06","R",205288,1,NA,NA,NA
"2188","Alabama",2010,"7",51890,"Challenger",136696,"Challenger",27.52,72.48,"AL07","D",188586,0.449694039,NA,NA,NA
"2189","Alaska",2010,"AL",175384,"Incumbent",77606,"Challenger",69.32,30.68,"AK00","R",252990,0.386489585,NA,NA,NA
"2190","Arizona",2010,"1",112816,"Challenger",99233,"Incumbent",53.2,46.8,"AZ01","R",212049,0.064055949,NA,NA,NA
"2191","Arizona",2010,"2",173173,"Incumbent",82891,"Challenger",67.63,32.37,"AZ02","R",256064,0.352575919,NA,NA,NA
"2192","Arizona",2010,"3",108689,"Challenger",85610,"Challenger",55.94,44.06,"AZ03","R",194299,0.118780848,NA,NA,NA
"2193","Arizona",2010,"4",25300,"Challenger",61524,"Incumbent",29.14,70.86,"AZ04","D",86824,0.417211831,NA,NA,NA
"2194","Arizona",2010,"5",110374,"Challenger",91749,"Incumbent",54.61,45.39,"AZ05","R",202123,0.092146861,NA,NA,NA
"2195","Arizona",2010,"6",165649,"Incumbent",72615,"Challenger",69.52,30.48,"AZ06","R",238264,0.390466038,NA,NA,NA
"2196","Arizona",2010,"7",70385,"Challenger",79935,"Incumbent",46.82,53.18,"AZ07","D",150320,0.063531134,NA,NA,NA
"2197","Arizona",2010,"8",134124,"Challenger",138280,"Incumbent",49.24,50.76,"AZ08","D",272404,0.015256751,NA,NA,NA
"2198","Arkansas",2010,"1",93224,"Challenger",78267,"Challenger",54.36,45.64,"AR01","R",171491,0.087217405,NA,NA,NA
"2199","Arkansas",2010,"2",122091,"Challenger",80687,"Challenger",60.21,39.79,"AR02","R",202778,0.204183886,NA,NA,NA
"2200","Arkansas",2010,"3",148581,"Challenger",56542,"Challenger",72.44,27.56,"AR03","R",205123,0.448701511,NA,NA,NA
"2201","Arkansas",2010,"4",71526,"Challenger",102479,"Incumbent",41.11,58.89,"AR04","D",174005,0.177885693,NA,NA,NA
"2202","California",2010,"1",72803,"Challenger",147307,"Incumbent",33.08,66.92,"CA01","D",220110,0.338485303,NA,NA,NA
"2203","California",2010,"2",130837,"Incumbent",98092,"Challenger",57.15,42.85,"CA02","R",228929,0.143035614,NA,NA,NA
"2204","California",2010,"3",131169,"Incumbent",113128,"Challenger",53.69,46.31,"CA03","R",244297,0.073848635,NA,NA,NA
"2205","California",2010,"4",186397,"Challenger",95653,"Challenger",66.09,33.91,"CA04","R",282050,0.32173019,NA,NA,NA
"2206","California",2010,"5",43577,"Challenger",124220,"Challenger",25.97,74.03,"CA05","D",167797,0.48059858,NA,NA,NA
"2207","California",2010,"6",77361,"Challenger",172216,"Incumbent",31,69,"CA06","D",249577,0.380063067,NA,NA,NA
"2208","California",2010,"7",56798,"Challenger",122118,"Incumbent",31.75,68.25,"CA07","D",178916,0.365087527,NA,NA,NA
"2209","California",2010,"8",31711,"Challenger",167957,"Incumbent",15.88,84.12,"CA08","D",199668,0.682362722,NA,NA,NA
"2210","California",2010,"9",23054,"Challenger",180400,"Incumbent",11.33,88.67,"CA09","D",203454,0.773373834,NA,NA,NA
"2211","California",2010,"10",88512,"Challenger",137578,"Incumbent",39.15,60.85,"CA10","D",226090,0.217019771,"D",39.15,60.85
"2212","California",2010,"11",112703,"Challenger",115361,"Incumbent",49.42,50.58,"CA11","D",228064,0.011654623,"D",49.42,50.58
"2213","California",2010,"12",44475,"Challenger",152044,"Incumbent",22.63,77.37,"CA12","D",196519,0.54737201,"D",22.63,77.37
"2214","California",2010,"13",45575,"Challenger",118278,"Incumbent",27.81,72.19,"CA13","D",163853,0.44370869,"D",27.81,72.19
"2215","California",2010,"14",60917,"Challenger",151217,"Incumbent",28.72,71.28,"CA14","D",212134,0.425674338,"D",28.72,71.28
"2216","California",2010,"15",60468,"Challenger",126147,"Incumbent",32.4,67.6,"CA15","D",186615,0.3519492,"D",32.4,67.6
"2217","California",2010,"16",37913,"Challenger",105841,"Incumbent",26.37,73.63,"CA16","D",143754,0.47252946,"D",26.37,73.63
"2218","California",2010,"17",53176,"Challenger",118734,"Incumbent",30.93,69.07,"CA17","D",171910,0.381350707,"D",30.93,69.07
"2219","California",2010,"18",51716,"Challenger",72853,"Incumbent",41.52,58.48,"CA18","D",124569,0.16968106,"D",41.52,58.48
"2220","California",2010,"19",128394,"Challenger",69912,"Challenger",64.75,35.25,"CA19","R",198306,0.29490787,"R",64.75,35.25
"2221","California",2010,"20",43197,"Challenger",46247,"Incumbent",48.3,51.7,"CA20","D",89444,0.034099548,"D",48.3,51.7
"2222","California",2010,"21",135979,"Incumbent",0,NA,100,0,"CA21","R",135979,1,"R",100,0
"2223","California",2010,"22",173490,"Incumbent",0,NA,100,0,"CA22","R",173490,1,"R",100,0
"2224","California",2010,"23",72744,"Challenger",111768,"Incumbent",39.43,60.57,"CA23","D",184512,0.211498439,"D",39.43,60.57
"2225","California",2010,"24",144055,"Incumbent",96279,"Challenger",59.94,40.06,"CA24","R",240334,0.198790017,"R",59.94,40.06
"2226","California",2010,"25",118308,"Incumbent",73028,"Challenger",61.83,38.17,"CA25","R",191336,0.236651754,"R",61.83,38.17
"2227","California",2010,"26",112774,"Incumbent",76093,"Challenger",59.71,40.29,"CA26","R",188867,0.194216036,"R",59.71,40.29
"2228","California",2010,"27",55056,"Challenger",102927,"Incumbent",34.85,65.15,"CA27","D",157983,0.303013615,"D",34.85,65.15
"2229","California",2010,"28",28493,"Challenger",88385,"Incumbent",24.38,75.62,"CA28","D",116878,0.512431766,"D",24.38,75.62
"2230","California",2010,"29",51534,"Challenger",104374,"Incumbent",33.05,66.95,"CA29","D",155908,0.338917823,"D",33.05,66.95
"2231","California",2010,"30",75948,"Challenger",153663,"Incumbent",33.08,66.92,"CA30","D",229611,0.33846375,"D",33.08,66.92
"2232","California",2010,"31",14740,"Challenger",76363,"Incumbent",16.18,83.82,"CA31","D",91103,0.676410217,"D",16.18,83.82
"2233","California",2010,"32",31697,"Challenger",77759,"Incumbent",28.96,71.04,"CA32","D",109456,0.420826634,"D",28.96,71.04
"2234","California",2010,"33",21342,"Challenger",131990,"Challenger",13.92,86.08,"CA33","D",153332,0.721623666,"D",13.92,86.08
"2235","California",2010,"34",20457,"Challenger",69382,"Incumbent",22.77,77.23,"CA34","D",89839,0.544585314,"D",22.77,77.23
"2236","California",2010,"35",25561,"Challenger",98131,"Incumbent",20.67,79.33,"CA35","D",123692,0.586699221,"D",20.67,79.33
"2237","California",2010,"36",66706,"Challenger",114489,"Incumbent",36.81,63.19,"CA36","D",181195,0.263710367,"D",36.81,63.19
"2238","California",2010,"37",29159,"Challenger",85799,"Incumbent",25.36,74.64,"CA37","D",114958,0.492701682,"D",25.36,74.64
"2239","California",2010,"38",30883,"Challenger",85459,"Incumbent",26.55,73.45,"CA38","D",116342,0.469099723,"D",26.55,73.45
"2240","California",2010,"39",42037,"Challenger",81590,"Incumbent",34,66,"CA39","D",123627,0.319938201,"D",34,66
"2241","California",2010,"40",119455,"Incumbent",59400,"Challenger",66.79,33.21,"CA40","R",178855,0.33577479,"R",66.79,33.21
"2242","California",2010,"41",127857,"Incumbent",74394,"Challenger",63.22,36.78,"CA41","R",202251,0.264339855,"R",63.22,36.78
"2243","California",2010,"42",127161,"Incumbent",65122,"Challenger",66.13,33.87,"CA42","R",192283,0.322644228,"R",66.13,33.87
"2244","California",2010,"43",36890,"Challenger",70026,"Incumbent",34.5,65.5,"CA43","D",106916,0.309925549,"D",34.5,65.5
"2245","California",2010,"44",107482,"Incumbent",85784,"Challenger",55.61,44.39,"CA44","R",193266,0.112270135,"R",55.61,44.39
"2246","California",2010,"45",106472,"Incumbent",87141,"Challenger",54.99,45.01,"CA45","R",193613,0.099843502,"R",54.99,45.01
"2247","California",2010,"46",139822,"Incumbent",84940,"Challenger",62.21,37.79,"CA46","R",224762,0.244178286,"R",62.21,37.79
"2248","California",2010,"47",37679,"Challenger",50832,"Incumbent",42.57,57.43,"CA47","D",88511,0.148602998,"D",42.57,57.43
"2249","California",2010,"48",145481,"Incumbent",88465,"Challenger",62.19,37.81,"CA48","R",233946,0.243714361,"R",62.19,37.81
"2250","California",2010,"49",119088,"Incumbent",59714,"Challenger",66.6,33.4,"CA49","R",178802,0.332065637,"R",66.6,33.4
"2251","California",2010,"50",142247,"Incumbent",97818,"Challenger",59.25,40.75,"CA50","R",240065,0.18507071,"R",59.25,40.75
"2252","California",2010,"51",57488,"Challenger",86423,"Incumbent",39.95,60.05,"CA51","D",143911,0.201061767,"D",39.95,60.05
"2253","California",2010,"52",139460,"Incumbent",70870,"Challenger",66.31,33.69,"CA52","R",210330,0.326106594,"R",66.31,33.69
"2254","California",2010,"53",57230,"Challenger",104800,"Incumbent",35.32,64.68,"CA53","D",162030,0.293587607,"D",35.32,64.68
"2255","Colorado",2010,"1",59747,"Challenger",140073,"Incumbent",29.9,70.1,"CO01","D",199820,0.401991793,NA,NA,NA
"2256","Colorado",2010,"2",98194,"Challenger",148768,"Incumbent",39.76,60.24,"CO02","D",246962,0.204784542,NA,NA,NA
"2257","Colorado",2010,"3",131227,"Challenger",121114,"Incumbent",52,48,"CO03","R",252341,0.040076722,NA,NA,NA
"2258","Colorado",2010,"4",138634,"Challenger",109249,"Incumbent",55.93,44.07,"CO04","R",247883,0.118543829,NA,NA,NA
"2259","Colorado",2010,"5",152829,"Incumbent",68039,"Challenger",69.19,30.81,"CO05","R",220868,0.383894453,NA,NA,NA
"2260","Colorado",2010,"6",217400,"Incumbent",104159,"Challenger",67.61,32.39,"CO06","R",321559,0.352162434,NA,NA,NA
"2261","Colorado",2010,"7",88026,"Challenger",112667,"Incumbent",43.86,56.14,"CO07","D",200693,0.122779569,NA,NA,NA
"2262","Connecticut",2010,"1",84076,"Challenger",138440,"Incumbent",37.78,62.22,"CT01","D",222516,0.244315016,NA,NA,NA
"2263","Connecticut",2010,"2",95671,"Challenger",147748,"Incumbent",39.3,60.7,"CT02","D",243419,0.21393975,NA,NA,NA
"2264","Connecticut",2010,"3",74107,"Challenger",143565,"Incumbent",34.05,65.95,"CT03","D",217672,0.319094785,NA,NA,NA
"2265","Connecticut",2010,"4",102030,"Challenger",115351,"Incumbent",46.94,53.06,"CT04","D",217381,0.061279505,NA,NA,NA
"2266","Connecticut",2010,"5",104402,"Challenger",122879,"Incumbent",45.94,54.06,"CT05","D",227281,0.081295841,NA,NA,NA
"2267","Delaware",2010,"AL",125442,"Challenger",173543,"Challenger",41.96,58.04,"DE00","D",298985,0.160880981,NA,NA,NA
"2268","Florida",2010,"1",170821,"Incumbent",0,NA,100,0,"FL01","R",170821,1,NA,NA,NA
"2269","Florida",2010,"2",136371,"Challenger",105211,"Incumbent",56.45,43.55,"FL02","R",241582,0.12898312,NA,NA,NA
"2270","Florida",2010,"3",50932,"Challenger",94744,"Incumbent",34.96,65.04,"FL03","D",145676,0.300749609,NA,NA,NA
"2271","Florida",2010,"4",178238,"Incumbent",0,NA,100,0,"FL04","R",178238,1,NA,NA,NA
"2272","Florida",2010,"5",208815,"Challenger",100858,"Challenger",67.43,32.57,"FL05","R",309673,0.348616121,NA,NA,NA
"2273","Florida",2010,"6",179349,"Incumbent",0,NA,100,0,"FL06","R",179349,1,NA,NA,NA
"2274","Florida",2010,"7",185470,"Incumbent",83206,"Challenger",69.03,30.97,"FL07","R",268676,0.380622013,NA,NA,NA
"2275","Florida",2010,"8",123586,"Challenger",84167,"Incumbent",59.49,40.51,"FL08","R",207753,0.189739739,NA,NA,NA
"2276","Florida",2010,"9",165433,"Incumbent",66158,"Challenger",71.43,28.57,"FL09","R",231591,0.42866519,NA,NA,NA
"2277","Florida",2010,"10",137943,"Incumbent",71313,"Challenger",65.92,34.08,"FL10","R",209256,0.318413809,"R",65.92,34.08
"2278","Florida",2010,"11",61817,"Challenger",91328,"Incumbent",40.37,59.63,"FL11","D",153145,0.192699729,"D",40.37,59.63
"2279","Florida",2010,"12",102704,"Challenger",87769,"Challenger",53.92,46.08,"FL12","R",190473,0.078410063,"R",53.92,46.08
"2280","Florida",2010,"13",183811,"Incumbent",83123,"Challenger",68.86,31.14,"FL13","R",266934,0.377201855,"R",68.86,31.14
"2281","Florida",2010,"14",188341,"Incumbent",74525,"Challenger",71.65,28.35,"FL14","R",262866,0.432981063,"R",71.65,28.35
"2282","Florida",2010,"15",157079,"Incumbent",85595,"Challenger",64.73,35.27,"FL15","R",242674,0.294568021,"R",64.73,35.27
"2283","Florida",2010,"16",162285,"Incumbent",80327,"Challenger",66.89,33.11,"FL16","R",242612,0.337815112,"R",66.89,33.11
"2284","Florida",2010,"17",0,NA,106361,"Challenger",0,100,"FL17","D",106361,1,"D",0,100
"2285","Florida",2010,"18",102360,"Incumbent",46235,"Challenger",68.89,31.11,"FL18","R",148595,0.377704499,"R",68.89,31.11
"2286","Florida",2010,"19",78733,"Challenger",132098,"Incumbent",37.34,62.66,"FL19","D",210831,0.253117426,"D",37.34,62.66
"2287","Florida",2010,"20",63845,"Challenger",100787,"Incumbent",38.78,61.22,"FL20","D",164632,0.22439137,"D",38.78,61.22
"2288","Florida",2010,"21",0,"Incumbent",0,NA,100,0,"FL21","R",0,NA,"R",100,0
"2289","Florida",2010,"22",118890,"Challenger",99804,"Incumbent",54.36,45.64,"FL22","R",218694,0.087272628,"R",54.36,45.64
"2290","Florida",2010,"23",26414,"Challenger",100066,"Incumbent",20.88,79.12,"FL23","D",126480,0.582321316,"D",20.88,79.12
"2291","Florida",2010,"24",146129,"Challenger",98787,"Incumbent",59.66,40.34,"FL24","R",244916,0.193298927,"R",59.66,40.34
"2292","Florida",2010,"25",74859,"Challenger",61138,"Challenger",55.04,44.96,"FL25","R",135997,0.100891931,"R",55.04,44.96
"2293","Georgia",2010,"1",117270,"Incumbent",46449,"Challenger",71.63,28.37,"GA01","R",163719,0.432576549,NA,NA,NA
"2294","Georgia",2010,"2",81673,"Challenger",86520,"Incumbent",48.56,51.44,"GA02","D",168193,0.028818084,NA,NA,NA
"2295","Georgia",2010,"3",168304,"Incumbent",73932,"Challenger",69.48,30.52,"GA03","R",242236,0.389587014,NA,NA,NA
"2296","Georgia",2010,"4",44707,"Challenger",131760,"Incumbent",25.33,74.67,"GA04","D",176467,0.493310364,NA,NA,NA
"2297","Georgia",2010,"5",46622,"Challenger",130782,"Incumbent",26.28,73.72,"GA05","D",177404,0.474397421,NA,NA,NA
"2298","Georgia",2010,"6",198100,"Incumbent",0,NA,100,0,"GA06","R",198100,1,NA,NA,NA
"2299","Georgia",2010,"7",160898,"Challenger",78996,"Challenger",67.07,32.93,"GA07","R",239894,0.341409122,NA,NA,NA
"2300","Georgia",2010,"8",102770,"Challenger",92250,"Incumbent",52.7,47.3,"GA08","R",195020,0.053943185,NA,NA,NA
"2301","Georgia",2010,"9",173512,"Incumbent",0,NA,100,0,"GA09","R",173512,1,NA,NA,NA
"2302","Georgia",2010,"10",138062,"Incumbent",66905,"Challenger",67.36,32.64,"GA10","R",204967,0.347163202,"R",67.36,32.64
"2303","Georgia",2010,"11",163515,"Incumbent",0,NA,100,0,"GA11","R",163515,1,"R",100,0
"2304","Georgia",2010,"12",70938,"Challenger",92459,"Incumbent",43.41,56.59,"GA12","D",163397,0.131709885,"D",43.41,56.59
"2305","Georgia",2010,"13",61771,"Challenger",140294,"Incumbent",30.57,69.43,"GA13","D",202065,0.388602677,"D",30.57,69.43
"2306","Hawaii",2010,"1",82723,"Incumbent",94140,"Challenger",46.77,53.23,"HI01","D",176863,0.064552789,NA,NA,NA
"2307","Hawaii",2010,"2",46404,"Challenger",132290,"Incumbent",25.97,74.03,"HI02","D",178694,0.480631694,NA,NA,NA
"2308","Idaho",2010,"1",126231,"Challenger",102135,"Incumbent",55.28,44.72,"ID01","R",228366,0.105514831,NA,NA,NA
"2309","Idaho",2010,"2",137468,"Incumbent",48749,"Challenger",73.82,26.18,"ID02","R",186217,0.476428038,NA,NA,NA
"2310","Illinois",2010,"1",29253,"Challenger",148170,"Incumbent",16.49,83.51,"IL01","D",177423,0.670245684,NA,NA,NA
"2311","Illinois",2010,"2",25883,"Challenger",150666,"Incumbent",14.66,85.34,"IL02","D",176549,0.706789616,NA,NA,NA
"2312","Illinois",2010,"3",40479,"Challenger",116120,"Incumbent",25.85,74.15,"IL03","D",156599,0.483023519,NA,NA,NA
"2313","Illinois",2010,"4",11711,"Challenger",63273,"Incumbent",15.62,84.38,"IL04","D",74984,0.68764003,NA,NA,NA
"2314","Illinois",2010,"5",38935,"Challenger",108360,"Incumbent",26.43,73.57,"IL05","D",147295,0.471333039,NA,NA,NA
"2315","Illinois",2010,"6",114456,"Incumbent",65379,"Challenger",63.65,36.35,"IL06","R",179835,0.272900158,NA,NA,NA
"2316","Illinois",2010,"7",29575,"Challenger",149846,"Incumbent",16.48,83.52,"IL07","D",179421,0.670328445,NA,NA,NA
"2317","Illinois",2010,"8",98115,"Challenger",97825,"Incumbent",50.07,49.93,"IL08","R",195940,0.001480045,NA,NA,NA
"2318","Illinois",2010,"9",55182,"Challenger",117553,"Incumbent",31.95,68.05,"IL09","D",172735,0.36107911,NA,NA,NA
"2319","Illinois",2010,"10",109941,"Challenger",105290,"Challenger",51.08,48.92,"IL10","R",215231,0.021609341,"R",51.08,48.92
"2320","Illinois",2010,"11",129108,"Challenger",96019,"Incumbent",57.35,42.65,"IL11","R",225127,0.146979261,"R",57.35,42.65
"2321","Illinois",2010,"12",74046,"Challenger",121272,"Incumbent",37.91,62.09,"IL12","D",195318,0.241790311,"D",37.91,62.09
"2322","Illinois",2010,"13",152132,"Incumbent",86281,"Challenger",63.81,36.19,"IL13","R",238413,0.276205576,"R",63.81,36.19
"2323","Illinois",2010,"14",112369,"Challenger",98645,"Incumbent",53.25,46.75,"IL14","R",211014,0.065038339,"R",53.25,46.75
"2324","Illinois",2010,"15",136915,"Incumbent",75948,"Challenger",64.32,35.68,"IL15","R",212863,0.286414266,"R",64.32,35.68
"2325","Illinois",2010,"16",138299,"Incumbent",66037,"Challenger",67.68,32.32,"IL16","R",204336,0.353643019,"R",67.68,32.32
"2326","Illinois",2010,"17",104583,"Challenger",85454,"Incumbent",55.03,44.97,"IL17","R",190037,0.100659345,"R",55.03,44.97
"2327","Illinois",2010,"18",152868,"Incumbent",57046,"Challenger",72.82,27.18,"IL18","R",209914,0.456482178,"R",72.82,27.18
"2328","Illinois",2010,"19",166166,"Incumbent",67132,"Challenger",71.22,28.78,"IL19","R",233298,0.424495709,"R",71.22,28.78
"2329","Indiana",2010,"1",65558,"Challenger",99387,"Incumbent",39.75,60.25,"IN01","D",164945,0.205092607,NA,NA,NA
"2330","Indiana",2010,"2",88803,"Challenger",91341,"Incumbent",49.3,50.7,"IN02","D",180144,0.014088729,NA,NA,NA
"2331","Indiana",2010,"3",116140,"Challenger",61267,"Challenger",65.47,34.53,"IN03","R",177407,0.309305721,NA,NA,NA
"2332","Indiana",2010,"4",138732,"Challenger",53167,"Challenger",72.29,27.71,"IN04","R",191899,0.445885596,NA,NA,NA
"2333","Indiana",2010,"5",146899,"Incumbent",60024,"Challenger",70.99,29.01,"IN05","R",206923,0.419842164,NA,NA,NA
"2334","Indiana",2010,"6",126027,"Incumbent",56647,"Challenger",68.99,31.01,"IN06","R",182674,0.379802271,NA,NA,NA
"2335","Indiana",2010,"7",55213,"Challenger",86011,"Incumbent",39.1,60.9,"IN07","D",141224,0.21807908,NA,NA,NA
"2336","Indiana",2010,"8",117259,"Challenger",76265,"Challenger",60.59,39.41,"IN08","R",193524,0.211829024,NA,NA,NA
"2337","Indiana",2010,"9",118040,"Challenger",95353,"Incumbent",55.32,44.68,"IN09","R",213393,0.106315577,NA,NA,NA
"2338","Iowa",2010,"1",100219,"Challenger",104428,"Incumbent",48.97,51.03,"IA01","D",204647,0.020567123,NA,NA,NA
"2339","Iowa",2010,"2",104319,"Challenger",115839,"Incumbent",47.38,52.62,"IA02","D",220158,0.052326057,NA,NA,NA
"2340","Iowa",2010,"3",111925,"Challenger",122147,"Incumbent",47.82,52.18,"IA03","D",234072,0.043670324,NA,NA,NA
"2341","Iowa",2010,"4",152588,"Incumbent",74300,"Challenger",67.25,32.75,"IA04","R",226888,0.345051303,NA,NA,NA
"2342","Iowa",2010,"5",128363,"Incumbent",63160,"Challenger",67.02,32.98,"IA05","R",191523,0.340444751,NA,NA,NA
"2343","Kansas",2010,"1",142281,"Challenger",44068,"Challenger",76.35,23.65,"KS01","R",186349,0.527037977,NA,NA,NA
"2344","Kansas",2010,"2",130034,"Incumbent",66588,"Challenger",66.13,33.87,"KS02","R",196622,0.322680066,NA,NA,NA
"2345","Kansas",2010,"3",136246,"Challenger",90193,"Challenger",60.17,39.83,"KS03","R",226439,0.203379277,NA,NA,NA
"2346","Kansas",2010,"4",119575,"Challenger",74143,"Challenger",61.73,38.27,"KS04","R",193718,0.234526477,NA,NA,NA
"2347","Kentucky",2010,"1",153519,"Incumbent",61960,"Challenger",71.25,28.75,"KY01","R",215479,0.424909156,NA,NA,NA
"2348","Kentucky",2010,"2",155906,"Incumbent",73749,"Challenger",67.89,32.11,"KY02","R",229655,0.357740959,NA,NA,NA
"2349","Kentucky",2010,"3",112627,"Challenger",139940,"Incumbent",44.59,55.41,"KY03","D",252567,0.108141602,NA,NA,NA
"2350","Kentucky",2010,"4",151774,"Incumbent",66675,"Challenger",69.48,30.52,"KY04","R",218449,0.389560035,NA,NA,NA
"2351","Kentucky",2010,"5",151019,"Incumbent",44034,"Challenger",77.42,22.58,"KY05","R",195053,0.548491948,NA,NA,NA
"2352","Kentucky",2010,"6",119165,"Challenger",119812,"Incumbent",49.86,50.14,"KY06","D",238977,0.002707374,NA,NA,NA
"2353","Louisiana",2010,"1",157182,"Incumbent",38416,"Challenger",80.36,19.64,"LA01","R",195598,0.607194348,NA,NA,NA
"2354","Louisiana",2010,"2",43378,"Incumbent",83705,"Challenger",34.13,65.87,"LA02","D",127083,0.317328045,NA,NA,NA
"2355","Louisiana",2010,"3",108963,"Challenger",61914,"Challenger",63.77,36.23,"LA03","R",170877,0.275338401,NA,NA,NA
"2356","Louisiana",2010,"4",105223,"Incumbent",54609,"Challenger",65.83,34.17,"LA04","R",159832,0.316670004,NA,NA,NA
"2357","Louisiana",2010,"5",122033,"Incumbent",0,NA,100,0,"LA05","R",122033,0.727295076,NA,NA,NA
"2358","Louisiana",2010,"6",138607,"Incumbent",72577,"Challenger",65.63,34.37,"LA06","R",211184,0.312665732,NA,NA,NA
"2359","Louisiana",2010,"7",0,"Incumbent",0,NA,100,0,"LA07","R",0,NA,NA,NA,NA
"2360","Maine",2010,"1",128501,"Challenger",169114,"Incumbent",43.18,56.82,"ME01","D",297615,0.136461536,NA,NA,NA
"2361","Maine",2010,"2",119669,"Challenger",147042,"Incumbent",44.87,55.13,"ME02","D",266711,0.102631687,NA,NA,NA
"2362","Maryland",2010,"1",155118,"Challenger",120400,"Incumbent",56.3,43.7,"MD01","R",275518,0.126009916,NA,NA,NA
"2363","Maryland",2010,"2",69523,"Challenger",134133,"Incumbent",34.14,65.86,"MD02","D",203656,0.317250658,NA,NA,NA
"2364","Maryland",2010,"3",86947,"Challenger",147448,"Incumbent",37.09,62.91,"MD03","D",234395,0.258115574,NA,NA,NA
"2365","Maryland",2010,"4",31467,"Challenger",160228,"Incumbent",16.42,83.58,"MD04","D",191695,0.671697227,NA,NA,NA
"2366","Maryland",2010,"5",83575,"Challenger",155110,"Incumbent",35.01,64.99,"MD05","D",238685,0.299704632,NA,NA,NA
"2367","Maryland",2010,"6",148820,"Incumbent",80455,"Challenger",64.91,35.09,"MD06","R",229275,0.298179043,NA,NA,NA
"2368","Maryland",2010,"7",46375,"Challenger",152669,"Incumbent",23.3,76.7,"MD07","D",199044,0.534022628,NA,NA,NA
"2369","Maryland",2010,"8",52421,"Challenger",153613,"Incumbent",25.44,74.56,"MD08","D",206034,0.491142239,NA,NA,NA
"2370","Massachusetts",2010,"1",74418,"Challenger",128011,"Incumbent",36.76,63.24,"MA01","D",202429,0.264749616,NA,NA,NA
"2371","Massachusetts",2010,"2",91209,"Challenger",122751,"Incumbent",42.63,57.37,"MA02","D",213960,0.147420079,NA,NA,NA
"2372","Massachusetts",2010,"3",85124,"Challenger",122708,"Incumbent",40.96,59.04,"MA03","D",207832,0.180838369,NA,NA,NA
"2373","Massachusetts",2010,"4",101517,"Challenger",126194,"Incumbent",44.58,55.42,"MA04","D",227711,0.10836982,NA,NA,NA
"2374","Massachusetts",2010,"5",94646,"Challenger",122858,"Incumbent",43.51,56.49,"MA05","D",217504,0.129707959,NA,NA,NA
"2375","Massachusetts",2010,"6",107930,"Challenger",142732,"Incumbent",43.06,56.94,"MA06","D",250662,0.138840351,NA,NA,NA
"2376","Massachusetts",2010,"7",73467,"Challenger",145696,"Incumbent",33.52,66.48,"MA07","D",219163,0.329567491,NA,NA,NA
"2377","Massachusetts",2010,"8",0,NA,134974,"Incumbent",0,100,"MA08","D",134974,1,NA,NA,NA
"2378","Massachusetts",2010,"9",59965,"Challenger",157071,"Incumbent",27.63,72.37,"MA09","D",217036,0.447418861,NA,NA,NA
"2379","Massachusetts",2010,"10",120029,"Challenger",132743,"Challenger",47.49,52.51,"MA10","D",252772,0.050298293,"D",47.49,52.51
"2380","Michigan",2010,"1",120523,"Challenger",94824,"Challenger",55.97,44.03,"MI01","R",215347,0.119337627,NA,NA,NA
"2381","Minnesota",2010,"1",109242,"Challenger",122365,"Incumbent",47.17,52.83,"MN01","D",231607,0.056660636,NA,NA,NA
"2382","Minnesota",2010,"2",181341,"Incumbent",104809,"Challenger",63.37,36.63,"MN02","R",286150,0.267454132,NA,NA,NA
"2383","Minnesota",2010,"3",161177,"Incumbent",100240,"Challenger",61.66,38.34,"MN03","R",261417,0.233102667,NA,NA,NA
"2384","Minnesota",2010,"4",80141,"Challenger",136746,"Incumbent",36.95,63.05,"MN04","D",216887,0.260988441,NA,NA,NA
