FIPS,STATE_FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,RANKD,RANKR,RANKI,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,state_fips,cd,name,type,totalvote,rankD,rankR,rankI,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
48921,48,21,District 21,Congressional District,328722,2,1,0,121936,206786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48922,48,22,District 22,Congressional District,240799,2,1,0,85440,149757,0,5362,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0
48923,48,23,District 23,Congressional District,207725,2,1,3,80430,116172,11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48924,48,24,District 24,Congressional District,296218,2,1,0,119097,177121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48925,48,25,District 25,Congressional District,184850,0,1,0,0,184850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48926,48,26,District 26,Congressional District,264587,0,1,0,0,183379,0,81208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48927,48,27,District 27,Congressional District,206656,2,1,0,73370,133286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48928,48,28,District 28,Congressional District,164957,1,2,0,93393,71564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48929,48,29,District 29,Congressional District,100014,1,2,0,71379,28635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48930,48,30,District 30,Congressional District,179154,1,2,3,134011,39022,3807,1862,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0
48931,48,31,District 31,Congressional District,182704,0,1,0,0,182704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48932,48,32,District 32,Congressional District,176582,1,2,0,115350,61232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48933,48,33,District 33,Congressional District,113599,1,2,0,81764,29099,0,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48934,48,34,District 34,Congressional District,134239,1,2,3,70759,59404,4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48935,48,35,District 35,Congressional District,177915,1,2,0,129084,48831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48936,48,36,District 36,Congressional District,208839,2,1,0,63697,145142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48937,48,37,District 37,Congressional District,285398,1,2,0,219149,59879,0,6329,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
48938,48,38,District 38,Congressional District,258713,2,1,3,91768,162992,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49901,49,01,District 1,Congressional District,262675,2,1,0,86371,176304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49902,49,02,District 2,Congressional District,257588,2,1,0,87238,154195,0,0,0,7591,0,0,0,0,0,0,0,0,8564,0,0,0,0,0,0,0
49903,49,03,District 3,Congressional District,281026,2,1,0,82865,181141,0,8210,0,4822,0,0,0,0,3988,0,0,0,0,0,0,0,0,0,0,0
49904,49,04,District 4,Congressional District,251423,2,1,0,81462,153373,0,0,0,0,0,0,0,0,0,0,0,0,16563,25,0,0,0,0,0,0
50901,50,01,At Large,Congressional District,282026,1,2,0,176494,78397,0,12589,0,0,0,0,0,1005,0,0,0,0,5737,3376,4428,0,0,0,0,0
51901,51,01,District 1,Congressional District,342387,2,1,3,146804,191947,3392,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0
51902,51,02,District 2,Congressional District,296957,2,1,0,143196,153314,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0
51903,51,03,District 3,Congressional District,207077,1,2,0,139030,67511,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0
51904,51,04,District 4,Congressional District,241993,1,2,0,156436,85180,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0
51905,51,05,District 5,Congressional District,305353,2,1,0,128468,176273,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0
51906,51,06,District 6,Congressional District,269230,2,1,0,95406,173352,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0
51907,51,07,District 7,Congressional District,274497,1,2,0,143315,130535,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0
51908,51,08,District 8,Congressional District,267726,1,2,3,196827,66346,4047,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0
51909,51,09,District 9,Congressional District,248660,2,1,0,65954,182142,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0
51910,51,10,District 10,Congressional District,296133,1,2,0,157398,138158,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0
51911,51,11,District 11,Congressional District,289676,1,2,0,193190,95634,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0
53901,53,01,District 1,Congressional District,285945,1,2,0,181473,104112,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0
53902,53,02,District 2,Congressional District,336203,1,2,0,202019,133583,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0
53903,53,03,District 3,Congressional District,318351,1,2,0,159772,156799,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0
53904,53,04,District 4,Congressional District,224003,2,1,0,69693,149068,0,0,0,0,0,0,0,5242,0,0,0,0,0,0,0,0,0,0,0,0
53905,53,05,District 5,Congressional District,308509,2,1,0,124625,183151,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0
53906,53,06,District 6,Congressional District,345206,1,2,0,207220,137580,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0
53907,53,07,District 7,Congressional District,345059,1,2,0,294638,49006,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0
53908,53,08,District 8,Congressional District,334441,1,2,0,178083,155314,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0
53909,53,09,District 9,Congressional District,238911,1,2,0,171078,67374,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0
53910,53,10,District 10,Congressional District,262433,1,2,0,149329,112689,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0
54901,54,01,District 1,Congressional District,227196,2,1,3,65428,151511,10257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54902,54,02,District 2,Congressional District,244771,2,1,0,84278,160493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55901,55,01,District 1,Congressional District,300782,2,1,0,135788,162562,0,0,0,0,0,0,0,185,0,0,0,0,2247,0,0,0,0,0,0,0
55902,55,02,District 2,Congressional District,378425,1,2,3,268661,101855,7682,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0
55903,55,03,District 3,Congressional District,312502,2,1,0,149804,162492,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0
55904,55,04,District 4,Congressional District,301778,1,2,3,192226,57660,51659,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
55905,55,05,District 5,Congressional District,378556,2,1,0,134558,243718,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
55906,55,06,District 6,Congressional District,253091,0,1,0,0,239217,0,0,0,0,0,0,0,13874,0,0,0,0,0,0,0,0,0,0,0,0
55907,55,07,District 7,Congressional District,338303,2,1,0,128879,209269,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
55908,55,08,District 8,Congressional District,309658,0,1,2,0,223779,48717,32021,0,0,0,0,0,5141,0,0,0,0,0,0,0,0,0,0,0,0
56901,56,01,At Large,Congressional District,193857,2,1,0,47241,132172,0,5420,0,4503,0,0,0,4521,0,0,0,0,0,0,0,0,0,0,0,0
