"","state","st_fips","district","cd_fips","st_cd_fips","cpvi","incumbent","cand"
"833","Pennsylvania","42","5","05","4205","D+14",1,"Mary Gay Scanlon"
"834","Pennsylvania","42","6","06","4206","D+5",0,"Guy Ciarrocchi"
"835","Pennsylvania","42","6","06","4206","D+5",1,"Chrissy Houlahan"
"836","Pennsylvania","42","7","07","4207","R+2",0,"Lisa Scheller"
"837","Pennsylvania","42","7","07","4207","R+2",1,"Susan Wild"
"838","Pennsylvania","42","8","08","4208","R+4",0,"Jim Bognet"
"839","Pennsylvania","42","8","08","4208","R+4",1,"Matt Cartwright"
"840","Pennsylvania","42","9","09","4209","R+21",1,"Dan Meuser"
"841","Pennsylvania","42","9","09","4209","R+21",0,"Amanda Waldman"
"842","Pennsylvania","42","9","09","4209","R+21",0,"Dan Meuser"
"843","Pennsylvania","42","9","09","4209","R+21",0,"Amanda Waldman"
"844","Pennsylvania","42","10","10","4210","R+5",0,"Shamaine Daniels"
"845","Pennsylvania","42","10","10","4210","R+5",1,"Scott Perry"
"846","Pennsylvania","42","11","11","4211","R+13",0,"Bob Hollister"
"847","Pennsylvania","42","11","11","4211","R+13",1,"Lloyd Smucker"
"848","Pennsylvania","42","12","12","4212","D+8",0,"Mike Doyle"
"849","Pennsylvania","42","12","12","4212","D+8",0,"Summer Lee"
"850","Pennsylvania","42","13","13","4213","R+25",1,"John Joyce"
"851","Pennsylvania","42","14","14","4214","R+18",1,"Guy Reschenthaler"
"852","Pennsylvania","42","15","15","4215","R+21",1,"Glenn Thompson"
"853","Pennsylvania","42","15","15","4215","R+21",0,"Mike Molesevich"
"854","Pennsylvania","42","16","16","4216","R+13",1,"Mike Kelly"
"855","Pennsylvania","42","16","16","4216","R+13",0,"Dan Pastore"
"856","Pennsylvania","42","17","17","4217","EVEN",0,"Chris Deluzio"
"857","Pennsylvania","42","17","17","4217","EVEN",0,"Jeremy Shaffer"
"858","Rhode Island","44","1","01","4401","D+12",1,"David Cicilline"
"859","Rhode Island","44","1","01","4401","D+12",0,"Allen Waters"
"860","Rhode Island","44","2","02","4402","D+4",0,"Allan Fung"
"861","Rhode Island","44","2","02","4402","D+4",0,"William Gilbert"
"862","Rhode Island","44","2","02","4402","D+4",0,"Seth Magaziner"
"863","South Carolina","45","1","01","4501","R+7",0,"Annie Andrews"
"864","South Carolina","45","1","01","4501","R+7",1,"Nancy Mace"
"865","South Carolina","45","1","01","4501","R+7",0,"Joseph Oddo"
"866","South Carolina","45","2","02","4502","R+8",0,"Juddson Larkins"
"867","South Carolina","45","2","02","4502","R+8",1,"Joe Wilson"
"868","South Carolina","45","3","03","4503","R+21",1,"Jeff Duncan"
"869","South Carolina","45","4","04","4504","R+12",1,"William Timmons"
"870","South Carolina","45","5","05","4505","R+12",0,"Larry Gaither"
"871","South Carolina","45","5","05","4505","R+12",0,"Evangeline Hundley"
"872","South Carolina","45","5","05","4505","R+12",1,"Ralph Norman"
"873","South Carolina","45","6","06","4506","D+14",0,"Duke Buckner"
"874","South Carolina","45","6","06","4506","D+14",1,"Jim Clyburn"
"875","South Carolina","45","7","07","4507","R+11",0,"Russell Fry"
"876","South Carolina","45","7","07","4507","R+11",0,"Daryl Scott"
"877","South Dakota","46","AL","AL","46AL","R+16",0,"Collin Duprel"
"878","South Dakota","46","AL","AL","46AL","R+16",1,"Dusty Johnson"
"879","Tennessee","47","1","01","4701","R+30",0,"Richard Baker"
"880","Tennessee","47","1","01","4701","R+30",1,"Diana Harshbarger"
"881","Tennessee","47","1","01","4701","R+30",0,"Matt Makrom"
"882","Tennessee","47","1","01","4701","R+30",0,"Cameron Parsons"
"883","Tennessee","47","2","02","4702","R+18",1,"Tim Burchett"
"884","Tennessee","47","2","02","4702","R+18",0,"Mark Harmon"
"885","Tennessee","47","3","03","4703","R+19",1,"Chuck Fleischmann"
"886","Tennessee","47","3","03","4703","R+19",0,"Meg Gorman"
"887","Tennessee","47","3","03","4703","R+19",0,"Thomas Rumba"
"888","Tennessee","47","3","03","4703","R+19",0,"Rick Tyler"
"889","Tennessee","47","4","04","4704","R+22",0,"Clyde Benson"
"890","Tennessee","47","4","04","4704","R+22",0,"Tharon Chandler"
"891","Tennessee","47","4","04","4704","R+22",1,"Scott DesJarlais"
"892","Tennessee","47","4","04","4704","R+22",0,"David Jones"
"893","Tennessee","47","4","04","4704","R+22",0,"Joseph Mayger"
"894","Tennessee","47","4","04","4704","R+22",0,"Wayne Steele"
"895","Tennessee","47","4","04","4704","R+22",0,"Mike Winton"
"896","Tennessee","47","5","05","4705","R+9",0,"Derrick Brantley"
"897","Tennessee","47","5","05","4705","R+9",0,"Heidi Campbell"
"898","Tennessee","47","5","05","4705","R+9",0,"Daniel Cooper"
"899","Tennessee","47","5","05","4705","R+9",0,"Andy Ogles"
"900","Tennessee","47","5","05","4705","R+9",0,"Rick Shannon"
"901","Tennessee","47","6","06","4706","R+17",0,"Randal Cooper"
"902","Tennessee","47","6","06","4706","R+17",1,"John Rose"
"903","Tennessee","47","7","07","4707","R+10",1,"Mark E. Green"
"904","Tennessee","47","7","07","4707","R+10",0,"Steven Hooper"
"905","Tennessee","47","7","07","4707","R+10",0,"Odessa Kelly"
"906","Tennessee","47","8","08","4708","R+21",0,"James Hart"
"907","Tennessee","47","8","08","4708","R+21",0,"Ronnie Henley"
"908","Tennessee","47","8","08","4708","R+21",1,"David Kustoff"
"909","Tennessee","47","8","08","4708","R+21",0,"Lynnette Williams"
"910","Tennessee","47","9","09","4709","D+22",0,"Charlotte Bergmann"
"911","Tennessee","47","9","09","4709","D+22",0,"Dennis Clark"
"912","Tennessee","47","9","09","4709","D+22",1,"Steve Cohen"
"913","Tennessee","47","9","09","4709","D+22",0,"Paul Cook"
"914","Tennessee","47","9","09","4709","D+22",0,"George Flinn"
"915","Texas","48","1","01","4801","R+26",0,"Jrmar Jefferson"
"916","Texas","48","1","01","4801","R+26",0,"Nathaniel Moran"
"917","Texas","48","2","02","4802","R+15",1,"Dan Crenshaw"
"918","Texas","48","2","02","4802","R+15",0,"Robin Fulford"
"919","Texas","48","3","03","4803","R+11",0,"Christopher Claytor"
"920","Texas","48","3","03","4803","R+11",0,"Keith Self"
"921","Texas","48","3","03","4803","R+11",0,"Sandeep Srivastava"
"922","Texas","48","4","04","4804","R+16",1,"Pat Fallon"
"923","Texas","48","4","04","4804","R+16",0,"Iro Omere"
"924","Texas","48","4","04","4804","R+16",0,"John Simmons"
"925","Texas","48","5","05","4805","R+14",1,"Lance Gooden"
"926","Texas","48","5","05","4805","R+14",0,"Kevin Hale"
"927","Texas","48","5","05","4805","R+14",0,"Tartisha Hill"
"928","Texas","48","6","06","4806","R+15",1,"Jake Ellzey"
"929","Texas","48","7","07","4807","D+13",1,"Lizzie Fletcher"
"930","Texas","48","7","07","4807","D+13",0,"Johnny Teague"
"931","Texas","48","8","08","4808","R+16",0,"Roy Eriksen"
"932","Texas","48","8","08","4808","R+16",0,"Laura Jones"
"933","Texas","48","8","08","4808","R+16",0,"Morgan Luttrell"
"934","Texas","48","9","09","4809","D+26",1,"Al Green"
"935","Texas","48","9","09","4809","D+26",0,"Jimmy Leon"
"936","Texas","48","10","10","4810","R+13",0,"Bill Kelsey"
"937","Texas","48","10","10","4810","R+13",1,"Michael McCaul"
"938","Texas","48","10","10","4810","R+13",0,"Linda Nuno"
"939","Texas","48","11","11","4811","R+23",1,"August Pfluger"
"940","Texas","48","12","12","4812","R+12",1,"Kay Granger"
"941","Texas","48","12","12","4812","R+12",0,"Trey Hunt"
"942","Texas","48","13","13","4813","R+26",0,"Kathleen Brown"
"943","Texas","48","13","13","4813","R+26",1,"Ronny Jackson"
"944","Texas","48","14","14","4814","R+17",1,"Randy Weber"
"945","Texas","48","14","14","4814","R+17",0,"Mikal Williams"
"946","Texas","48","15","15","4815","R+1",0,"Monica De La Cruz"
"947","Texas","48","15","15","4815","R+1",0,"Ross Leone"
"948","Texas","48","15","15","4815","R+1",0,"Michelle Vallejo"
"949","Texas","48","16","16","4816","D+17",0,"Irene Armendariz-Jackson"
"950","Texas","48","16","16","4816","D+17",1,"Veronica Escobar"
"951","Texas","48","17","17","4817","R+14",1,"Pete Sessions"
"952","Texas","48","17","17","4817","R+14",0,"Mary Jo Woods"
"953","Texas","48","18","18","4818","D+23",0,"Vince Duncan"
"954","Texas","48","18","18","4818","D+23",1,"Sheila Jackson Lee"
"955","Texas","48","18","18","4818","D+23",0,"Phil Kurtz"
"956","Texas","48","18","18","4818","D+23",0,"Carmen Maria Montiel"
"957","Texas","48","19","19","4819","R+26",1,"Jodey Arrington"
"958","Texas","48","19","19","4819","R+26",0,"Nathan Lewis"
"959","Texas","48","20","20","4820","D+15",1,"Joaquin Castro"
"960","Texas","48","20","20","4820","D+15",0,"Kyle Sinclair"
"961","Texas","48","21","21","4821","R+13",1,"Chip Roy"
"962","Texas","48","21","21","4821","R+13",0,"Claudia Zapata"
"963","Texas","48","22","22","4822","R+11",0,"Jamie Jordan"
"964","Texas","48","22","22","4822","R+11",0,"Joseph LeBlanc"
"965","Texas","48","22","22","4822","R+11",1,"Troy Nehls"
"966","Texas","48","23","23","4823","R+5",1,"Tony Gonzales"
"967","Texas","48","23","23","4823","R+5",0,"John Lira"
"968","Texas","48","23","23","4823","R+5",0,"Frank Lopez Jr."
"969","Texas","48","24","24","4824","R+10",0,"Jan McDowell"
"970","Texas","48","24","24","4824","R+10",1,"Beth Van Duyne"
"971","Texas","48","25","25","4825","R+19",1,"Roger Williams"
"972","Texas","48","26","26","4826","R+13",0,"Michael Burgess"
"973","Texas","48","26","26","4826","R+13",0,"Mike Kolls"
"974","Texas","48","27","27","4827","R+13",1,"Michael Cloud"
"975","Texas","48","27","27","4827","R+13",0,"Maclovio Perez Jr."
"976","Texas","48","28","28","4828","D+3",1,"Henry Cuellar"
"977","Texas","48","28","28","4828","D+3",0,"Cassy Garcia"
"978","Texas","48","29","29","4829","D+18",1,"Sylvia Garcia"
"979","Texas","48","29","29","4829","D+18",0,"Robert Schafranek"
"980","Texas","48","30","30","4830","D+27",0,"Jasmine Crockett"
"981","Texas","48","30","30","4830","D+27",0,"Phil Gray"
"982","Texas","48","30","30","4830","D+27",0,"Zachariah Manning"
"983","Texas","48","30","30","4830","D+27",0,"James Rodgers"
"984","Texas","48","31","31","4831","R+14",1,"John Carter"
"985","Texas","48","32","32","4832","D+14",1,"Colin Allred"
"986","Texas","48","32","32","4832","D+14",0,"Antonio Swad"
"987","Texas","48","33","33","4833","D+24",0,"Ken Ashby"
"988","Texas","48","33","33","4833","D+24",0,"Patrick Gillespie"
"989","Texas","48","33","33","4833","D+24",1,"Marc Veasey"
"990","Texas","48","34","34","4834","D+9",1,"Mayra Flores"
"991","Texas","48","34","34","4834","D+9",0,"Vicente Gonzalez"
"992","Texas","48","34","34","4834","D+9",0,"Chris Royal"
"993","Texas","48","34","34","4834","D+9",0,"Mayra Flores"
"994","Texas","48","34","34","4834","D+9",0,"Vicente Gonzalez"
"995","Texas","48","34","34","4834","D+9",0,"Chris Royal"
"996","Texas","48","35","35","4835","D+21",0,"Greg Casar"
"997","Texas","48","35","35","4835","D+21",0,"Dan McQueen"
"998","Texas","48","36","36","4836","R+18",1,"Brian Babin"
"999","Texas","48","36","36","4836","R+18",0,"Jon Haire"
"1000","Texas","48","37","37","4837","D+24",0,"Lloyd Doggett"
"1001","Texas","48","37","37","4837","D+24",0,"Clark Patterson"
"1002","Texas","48","37","37","4837","D+24",0,"Jenny Sharon"
"1003","Texas","48","38","38","4838","R+12",0,"Joel DeJean"
"1004","Texas","48","38","38","4838","R+12",0,"Wesley Hunt"
"1005","Texas","48","38","38","4838","R+12",0,"Duncan Klussmann"
"1006","Utah","49","1","01","4901","R+12",0,"Rick Jones"
"1007","Utah","49","1","01","4901","R+12",1,"Blake Moore"
"1008","Utah","49","2","02","4902","R+11",0,"Cassie Easley"
"1009","Utah","49","2","02","4902","R+11",0,"Jay McFarland"
"1010","Utah","49","2","02","4902","R+11",0,"Nick Mitchell"
"1011","Utah","49","2","02","4902","R+11",1,"Chris Stewart"
"1012","Utah","49","3","03","4903","R+13",0,"Daniel Cummings"
"1013","Utah","49","3","03","4903","R+13",1,"John Curtis"
"1014","Utah","49","3","03","4903","R+13",0,"Aaron Heineman"
"1015","Utah","49","3","03","4903","R+13",0,"Michael Stoddard"
"1016","Utah","49","3","03","4903","R+13",0,"Glenn Wright"
"1017","Utah","49","4","04","4904","R+16",0,"Darlene McDonald"
"1018","Utah","49","4","04","4904","R+16",1,"Burgess Owens"
"1019","Utah","49","4","04","4904","R+16",0,"January Walker"
"1020","Vermont","50","AL","AL","50AL","D+16",0,"Becca Balint"
"1021","Vermont","50","AL","AL","50AL","D+16",0,"Matt Druzba"
"1022","Vermont","50","AL","AL","50AL","D+16",0,"Liam Madden"
"1023","Vermont","50","AL","AL","50AL","D+16",0,"e"
"1024","Vermont","50","AL","AL","50AL","D+16",0,"Adam Ortiz"
"1025","Vermont","50","AL","AL","50AL","D+16",0,"Ericka Redic"
"1026","Vermont","50","AL","AL","50AL","D+16",0,"Luke Talbot"
"1027","Virginia","51","1","01","5101","R+6",0,"David Foster"
"1028","Virginia","51","1","01","5101","R+6",0,"Herbert Jones Jr."
"1029","Virginia","51","1","01","5101","R+6",1,"Rob Wittman"
"1030","Virginia","51","2","02","5102","R+2",0,"Jen Kiggans"
"1031","Virginia","51","2","02","5102","R+2",1,"Elaine Luria"
"1032","Virginia","51","3","03","5103","D+17",0,"Terry Namkung"
"1033","Virginia","51","3","03","5103","D+17",1,"Bobby Scott"
"1034","Virginia","51","4","04","5104","D+16",0,"Leon Benjamin"
"1035","Virginia","51","4","04","5104","D+16",1,"Donald McEachin"
"1036","Virginia","51","5","05","5105","R+7",1,"Bob Good"
"1037","Virginia","51","5","05","5105","R+7",0,"Joshua Throneburg"
"1038","Virginia","51","6","06","5106","R+14",1,"Ben Cline"
"1039","Virginia","51","6","06","5106","R+14",0,"Jennifer Lewis"
"1040","Virginia","51","7","07","5107","D+1",1,"Abigail Spanberger"
"1041","Virginia","51","7","07","5107","D+1",0,"Yesli Vega"
"1042","Virginia","51","8","08","5108","D+26",1,"Don Beyer"
"1043","Virginia","51","8","08","5108","D+26",0,"Teddy Fikre"
"1044","Virginia","51","8","08","5108","D+26",0,"Karina Lipsman"
"1045","Virginia","51","9","09","5109","R+23",0,"Taysha DeVaughan"
"1046","Virginia","51","9","09","5109","R+23",1,"Morgan Griffith"
"1047","Virginia","51","10","10","5110","D+6",0,"Hung Cao"
"1048","Virginia","51","10","10","5110","D+6",1,"Jennifer Wexton"
"1049","Virginia","51","11","11","5111","D+18",1,"Gerry Connolly"
"1050","Virginia","51","11","11","5111","D+18",0,"James Myles"
"1051","Washington","53","1","01","5301","D+13",0,"Vincent Cavaleri"
"1052","Washington","53","1","01","5301","D+13",1,"Suzan DelBene"
"1053","Washington","53","2","02","5302","D+9",1,"Rick Larsen"
"1054","Washington","53","2","02","5302","D+9",0,"Dan Matthews"
"1055","Washington","53","3","03","5303","R+5",0,"Joe Kent"
"1056","Washington","53","3","03","5303","R+5",0,"Marie Perez"
"1057","Washington","53","4","04","5304","R+11",1,"Dan Newhouse"
"1058","Washington","53","4","04","5304","R+11",0,"Doug White"
"1059","Washington","53","5","05","5305","R+8",0,"Natasha Hill"
"1060","Washington","53","5","05","5305","R+8",1,"Cathy McMorris Rodgers"
"1061","Washington","53","6","06","5306","D+6",1,"Derek Kilmer"
"1062","Washington","53","6","06","5306","D+6",0,"Elizabeth Kreiselmaier"
"1063","Washington","53","7","07","5307","D+36",1,"Pramila Jayapal"
"1064","Washington","53","7","07","5307","D+36",0,"Cliff Moon"
"1065","Washington","53","8","08","5308","D+1",0,"Matt Larkin"
"1066","Washington","53","8","08","5308","D+1",1,"Kim Schrier"
"1067","Washington","53","9","09","5309","D+21",0,"Doug Basler"
"1068","Washington","53","9","09","5309","D+21",1,"Adam Smith"
"1069","Washington","53","10","10","5310","D+7",1,"Marilyn Strickland"
"1070","Washington","53","10","10","5310","D+7",0,"Keith Swank"
"1071","West Virginia","54","1","01","5401","R+23",0,"Belinda Fox-Spencer"
"1072","West Virginia","54","1","01","5401","R+23",0,"Carol Miller"
"1073","West Virginia","54","1","01","5401","R+23",0,"Lacy Watson"
"1074","West Virginia","54","2","02","5402","R+22",1,"Alex Mooney"
"1075","West Virginia","54","2","02","5402","R+22",0,"Barry Lee Wendell"
"1076","West Virginia","54","2","02","5402","R+22",0,"Alex Mooney"
"1077","West Virginia","54","2","02","5402","R+22",0,"Barry Lee Wendell"
"1078","Wisconsin","55","1","01","5501","R+3",0,"Charles Barman"
"1079","Wisconsin","55","1","01","5501","R+3",0,"Ann Roe"
"1080","Wisconsin","55","1","01","5501","R+3",1,"Bryan Steil"
"1081","Wisconsin","55","2","02","5502","D+19",0,"Douglas Alexander"
"1082","Wisconsin","55","2","02","5502","D+19",0,"Erik Olsen"
"1083","Wisconsin","55","2","02","5502","D+19",1,"Mark Pocan"
"1084","Wisconsin","55","3","03","5503","R+4",0,"Brad Pfaff"
"1085","Wisconsin","55","3","03","5503","R+4",0,"Derrick Van Orden"
"1086","Wisconsin","55","4","04","5504","D+25",1,"Gwen Moore"
"1087","Wisconsin","55","4","04","5504","D+25",0,"Robert Raymond"
"1088","Wisconsin","55","4","04","5504","D+25",0,"Tim Rogers"
"1089","Wisconsin","55","5","05","5505","R+14",1,"Scott L. Fitzgerald"
"1090","Wisconsin","55","5","05","5505","R+14",0,"Mike Van Someren"
"1091","Wisconsin","55","6","06","5506","R+10",1,"Glenn Grothman"
"1092","Wisconsin","55","7","07","5507","R+12",0,"Richard Ausman"
"1093","Wisconsin","55","7","07","5507","R+12",1,"Tom Tiffany"
"1094","Wisconsin","55","8","08","5508","R+10",0,"Paul Boucher"
"1095","Wisconsin","55","8","08","5508","R+10",1,"Mike Gallagher"
"1096","Wisconsin","55","8","08","5508","R+10",0,"Jacob VandenPlas"
"1097","Wyoming","56","AL","AL","56AL","R+25",0,"Richard Brubaker"
"1098","Wyoming","56","AL","AL","56AL","R+25",0,"Lynnette Grey Bull"
"1099","Wyoming","56","AL","AL","56AL","R+25",0,"Harriet Hageman"
"1100","Wyoming","56","AL","AL","56AL","R+25",0,"Marissa Selvig"
